2.820923155144805554e+06 2.820923155007614754e+06 2.820923154870171100e+06 2.820923154732473195e+06 2.820923154594519176e+06 2.820923154456308112e+06 2.820923154317838605e+06 2.820923154179109260e+06 2.820923154040118214e+06 2.820923153900865000e+06 2.820923153761347290e+06 2.820923153621564154e+06 2.820923153481513727e+06 2.820923153341195080e+06 2.820923153200606816e+06 2.820923153059747070e+06 2.820923152918614447e+06 2.820923152777208015e+06 2.820923152635525912e+06 2.820923152493566275e+06
2.817194061685714405e+06 2.817194061548523605e+06 2.817194061411079951e+06 2.817194061273382045e+06 2.817194061135428026e+06 2.817194060997216962e+06 2.817194060858747456e+06 2.817194060720018111e+06 2.817194060581027064e+06 2.817194060441773850e+06 2.817194060302256141e+06 2.817194060162473004e+06 2.817194060022422578e+06 2.817194059882103931e+06 2.817194059741515666e+06 2.817194059600655921e+06 2.817194059459523298e+06 2.817194059318116866e+06 2.817194059176434763e+06 2.817194059034475125e+06
2.813467656219032127e+06 2.813467656081841327e+06 2.813467655944397673e+06 2.813467655806699768e+06 2.813467655668745749e+06 2.813467655530534685e+06 2.813467655392065179e+06 2.813467655253335834e+06 2.813467655114344787e+06 2.813467654975091573e+06 2.813467654835573863e+06 2.813467654695790727e+06 2.813467654555740301e+06 2.813467654415421654e+06 2.813467654274833389e+06 2.813467654133973643e+06 2.813467653992841020e+06 2.813467653851434588e+06 2.813467653709752485e+06 2.813467653567792848e+06
2.809743940360893495e+06 2.809743940223702695e+06 2.809743940086259041e+06 2.809743939948561136e+06 2.809743939810607117e+06 2.809743939672396053e+06 2.809743939533926547e+06 2.809743939395197202e+06 2.809743939256206155e+06 2.809743939116952941e+06 2.809743938977435231e+06 2.809743938837652095e+06 2.809743938697601669e+06 2.809743938557283022e+06 2.809743938416694757e+06 2.809743938275835011e+06 2.809743938134702388e+06 2.809743937993295956e+06 2.809743937851613853e+06 2.809743937709654216e+06
2.806022915720140561e+06 2.806022915582949761e+06 2.806022915445506107e+06 2.806022915307808202e+06 2.806022915169854183e+06 2.806022915031643119e+06 2.806022914893173613e+06 2.806022914754444268e+06 2.806022914615453221e+06 2.806022914476200007e+06 2.806022914336682297e+06 2.806022914196899161e+06 2.806022914056848735e+06 2.806022913916530088e+06 2.806022913775941823e+06 2.806022913635082077e+06 2.806022913493949454e+06 2.806022913352543022e+06 2.806022913210860919e+06 2.806022913068901282e+06
2.802304583898324054e+06 2.802304583761133254e+06 2.802304583623689599e+06 2.802304583485991694e+06 2.802304583348037675e+06 2.802304583209826611e+06 2.802304583071357105e+06 2.802304582932627760e+06 2.802304582793636713e+06 2.802304582654383499e+06 2.802304582514865790e+06 2.802304582375082653e+06 2.802304582235032227e+06 2.802304582094713580e+06 2.802304581954125315e+06 2.802304581813265570e+06 2.802304581672132947e+06 2.802304581530726515e+06 2.802304581389044411e+06 2.802304581247084774e+06
2.798588946489691269e+06 2.798588946352500468e+06 2.798588946215056814e+06 2.798588946077358909e+06 2.798588945939404890e+06 2.798588945801193826e+06 2.798588945662724320e+06 2.798588945523994975e+06 2.798588945385003928e+06 2.798588945245750714e+06 2.798588945106233004e+06 2.798588944966449868e+06 2.798588944826399442e+06 2.798588944686080795e+06 2.798588944545492530e+06 2.798588944404632784e+06 2.798588944263500161e+06 2.798588944122093730e+06 2.798588943980411626e+06 2.798588943838451989e+06
2.794876005081234034e+06 2.794876004944043234e+06 2.794876004806599580e+06 2.794876004668901674e+06 2.794876004530947655e+06 2.794876004392736591e+06 2.794876004254267085e+06 2.794876004115537740e+06 2.794876003976546694e+06 2.794876003837293480e+06 2.794876003697775770e+06 2.794876003557992633e+06 2.794876003417942207e+06 2.794876003277623560e+06 2.794876003137035295e+06 2.794876002996175550e+06 2.794876002855042927e+06 2.794876002713636495e+06 2.794876002571954392e+06 2.794876002429994754e+06
2.791165761252656113e+06 2.791165761115465313e+06 2.791165760978021659e+06 2.791165760840323754e+06 2.791165760702369735e+06 2.791165760564158671e+06 2.791165760425689165e+06 2.791165760286959819e+06 2.791165760147968773e+06 2.791165760008715559e+06 2.791165759869197849e+06 2.791165759729414713e+06 2.791165759589364287e+06 2.791165759449045639e+06 2.791165759308457375e+06 2.791165759167597629e+06 2.791165759026465006e+06 2.791165758885058574e+06 2.791165758743376471e+06 2.791165758601416834e+06
2.787458216576411854e+06 2.787458216439221054e+06 2.787458216301777400e+06 2.787458216164079495e+06 2.787458216026125476e+06 2.787458215887914412e+06 2.787458215749444906e+06 2.787458215610715561e+06 2.787458215471724514e+06 2.787458215332471300e+06 2.787458215192953590e+06 2.787458215053170454e+06 2.787458214913120028e+06 2.787458214772801381e+06 2.787458214632213116e+06 2.787458214491353370e+06 2.787458214350220747e+06 2.787458214208814315e+06 2.787458214067132212e+06 2.787458213925172575e+06
2.783753372617699206e+06 2.783753372480508406e+06 2.783753372343064751e+06 2.783753372205366846e+06 2.783753372067412827e+06 2.783753371929201763e+06 2.783753371790732257e+06 2.783753371652002912e+06 2.783753371513011865e+06 2.783753371373758651e+06 2.783753371234240942e+06 2.783753371094457805e+06 2.783753370954407379e+06 2.783753370814088732e+06 2.783753370673500467e+06 2.783753370532640722e+06 2.783753370391508099e+06 2.783753370250101667e+06 2.783753370108419564e+06 2.783753369966459926e+06
2.780051230934454594e+06 2.780051230797263794e+06 2.780051230659820139e+06 2.780051230522122234e+06 2.780051230384168215e+06 2.780051230245957151e+06 2.780051230107487645e+06 2.780051229968758300e+06 2.780051229829767253e+06 2.780051229690514039e+06 2.780051229550996330e+06 2.780051229411213193e+06 2.780051229271162767e+06 2.780051229130844120e+06 2.780051228990255855e+06 2.780051228849396110e+06 2.780051228708263487e+06 2.780051228566857055e+06 2.780051228425174952e+06 2.780051228283215314e+06
2.776351793077385519e+06 2.776351792940194719e+06 2.776351792802751064e+06 2.776351792665053159e+06 2.776351792527099140e+06 2.776351792388888076e+06 2.776351792250418570e+06 2.776351792111689225e+06 2.776351791972698178e+06 2.776351791833444964e+06 2.776351791693927255e+06 2.776351791554144118e+06 2.776351791414093692e+06 2.776351791273775045e+06 2.776351791133186780e+06 2.776351790992327034e+06 2.776351790851194412e+06 2.776351790709787980e+06 2.776351790568105876e+06 2.776351790426146239e+06
2.772655060589974746e+06 2.772655060452783946e+06 2.772655060315340292e+06 2.772655060177642386e+06 2.772655060039688367e+06 2.772655059901477303e+06 2.772655059763007797e+06 2.772655059624278452e+06 2.772655059485287406e+06 2.772655059346034192e+06 2.772655059206516482e+06 2.772655059066733345e+06 2.772655058926682919e+06 2.772655058786364272e+06 2.772655058645776007e+06 2.772655058504916262e+06 2.772655058363783639e+06 2.772655058222377207e+06 2.772655058080695104e+06 2.772655057938735466e+06
2.768961035008460749e+06 2.768961034871269949e+06 2.768961034733826295e+06 2.768961034596128389e+06 2.768961034458174370e+06 2.768961034319963306e+06 2.768961034181493800e+06 2.768961034042764455e+06 2.768961033903773408e+06 2.768961033764520194e+06 2.768961033625002485e+06 2.768961033485219348e+06 2.768961033345168922e+06 2.768961033204850275e+06 2.768961033064262010e+06 2.768961032923402265e+06 2.768961032782269642e+06 2.768961032640863210e+06 2.768961032499181107e+06 2.768961032357221469e+06
2.765269717861884274e+06 2.765269717724693473e+06 2.765269717587249819e+06 2.765269717449551914e+06 2.765269717311597895e+06 2.765269717173386831e+06 2.765269717034917325e+06 2.765269716896187980e+06 2.765269716757196933e+06 2.765269716617943719e+06 2.765269716478426009e+06 2.765269716338642873e+06 2.765269716198592447e+06 2.765269716058273800e+06 2.765269715917685535e+06 2.765269715776825789e+06 2.765269715635693166e+06 2.765269715494286735e+06 2.765269715352604631e+06 2.765269715210644994e+06
